,phrase,label,sentiment,subjectivity,language,count
Deutsche Versicherer,Deutsche Versicherer,ORG,-0.85,0.0,de,2
russische Marine,russische Marine,ORG,0.0,0.0,de,2
Terrormiliz Al-Shabaab,Terrormiliz Al-Shabaab,ORG,0.0,0.0,de,2
Münchner Biomediziner,Münchner Biomediziner,ORG,0.35,0.0,de,2
VPN-Netzwerken,VPN-Netzwerken,ORG,0.0,0.0,de,2
Expertenkommission Gas und Wärme,Expertenkommission Gas und Wärme,ORG,0.0,0.0,de,2
Unterhaus,Unterhaus,ORG,-1.0,0.0,de,2
k…,k…,ORG,0.0,0.45,de,2
"US-Repräsentantenhauses, Pelosi,","US-Repräsentantenhauses, Pelosi,",ORG,0.0,0.0,de,2
Minister für Industrie,Minister für Industrie,ORG,0.0,0.0,de,2
Lufthansa,Lufthansa,ORG,-1.0,0.0,de,2
E-Control,E-Control,ORG,0.0,0.0,de,2
G-20-Gipfels,G-20-Gipfels,ORG,0.0,0.0,de,2
Ukrainische Streitkräfte,Ukrainische Streitkräfte,ORG,0.0,0.0,de,2
CO-Emissionen,CO-Emissionen,ORG,0.0,0.5,de,2
Black Week,Black Week,ORG,0.0,0.0,de,2
"Heizöl, Pellets","Heizöl, Pellets",ORG,0.35,0.25,de,2
Casals Forum,Casals Forum,ORG,0.35,0.0,de,2
ETF-Suche,ETF-Suche,ORG,0.0,0.0,de,2
DLRG,DLRG,ORG,-0.35,0.0,de,2
nup ple,nup ple,ORG,0.0,0.0,de,2
Bibliothek der,Bibliothek der,ORG,0.0,0.0,de,2
Dienstag Metzger,Dienstag Metzger,ORG,0.0,0.0,de,2
deutsche Gas-Deal,deutsche Gas-Deal,ORG,0.0,0.0,de,2
DER Touristik,DER Touristik,ORG,0.0,0.0,de,2
Ausgangsszenario: Eine anarchistische Gruppe,Ausgangsszenario: Eine anarchistische Gruppe,ORG,-1.0,0.0,de,2
SZ-Podcast,SZ-Podcast,ORG,0.35,0.0,de,2
CDU/CSU,CDU/CSU,ORG,0.0,0.0,de,2
Horrende,Horrende,ORG,0.0,0.0,de,2
Ukraine</li><li>,Ukraine</li><li>,ORG,-0.09999999999999998,0.25,de,2
Gas-Abschlag,Gas-Abschlag,ORG,0.7,0.0,de,2
Internationale Filmfestival Mannheim Heidelberg,Internationale Filmfestival Mannheim Heidelberg,ORG,0.0,0.0,de,2
Microsofts,Microsofts,ORG,0.0,0.0,de,2
Xbox-Team,Xbox-Team,ORG,0.0,0.0,de,2
Bank,Bank,ORG,0.0,0.0,de,2
Recklinghausen: Geldautomat,Recklinghausen: Geldautomat,ORG,0.0,0.0,de,2
Gewerkschaft der Polizei,Gewerkschaft der Polizei,ORG,0.0,0.0,de,2
SONNTAG,SONNTAG,ORG,0.0,0.0,de,2
deutsche Ex-Kanzlerin,deutsche Ex-Kanzlerin,ORG,0.0,0.0,de,2
Deutsche Bundesbank,Deutsche Bundesbank,ORG,0.15000000000000002,0.0,de,2
Gemeinschaftsbudget,Gemeinschaftsbudget,ORG,0.7,0.0,de,2
Plant Moskau,Plant Moskau,ORG,0.0,0.0,de,2
Eichstätter Aufarbeitungskommission,Eichstätter Aufarbeitungskommission,ORG,0.0,0.0,de,2
Steigende,Steigende,ORG,0.0,0.0,de,2
Finanzstaatsanwaltschaft,Finanzstaatsanwaltschaft,ORG,0.0,0.0,de,2
Söldner-Gruppe,Söldner-Gruppe,ORG,-0.16666666666666666,0.0,de,2
Bund Naturschutz Bayern,Bund Naturschutz Bayern,ORG,0.0,0.4,de,2
Russlands Raketen-Terror,Russlands Raketen-Terror,ORG,0.0,0.0,de,2
KFOR,KFOR,ORG,0.0,0.0,de,2
Internationalen Tags gegen Gewalt an Frauen,Internationalen Tags gegen Gewalt an Frauen,ORG,0.0,0.0,de,2
UN-Menschenrechtschef,UN-Menschenrechtschef,ORG,1.0,0.0,de,2
Klimastiftung Mecklenburg-Vorpommern,Klimastiftung Mecklenburg-Vorpommern,ORG,0.5,0.0,de,2
AKW-Laufzeit: Union,AKW-Laufzeit: Union,ORG,0.5,0.0,de,2
Klimainstituts,Klimainstituts,ORG,0.0,0.0,de,2
Landessportbund Brandenburg,Landessportbund Brandenburg,ORG,0.0,0.0,de,2
Asean-Länder,Asean-Länder,ORG,0.0,0.0,de,2
Bayerischen Akademie der Schönen Künste,Bayerischen Akademie der Schönen Künste,ORG,0.6666666666666666,0.16666666666666666,de,2
Zentrum,Zentrum,ORG,0.0,0.0,de,2
BDR Thermea,BDR Thermea,ORG,0.0,0.0,de,2
Polizei Berlin,Polizei Berlin,ORG,-0.5,0.0,de,2
Bundeswehrbeständen,Bundeswehrbeständen,ORG,0.7,0.0,de,2
Rathaus-CSU,Rathaus-CSU,ORG,0.0,0.0,de,2
"Foto: Bloomberg) 
","Foto: Bloomberg) 
",ORG,0.0,0.0,de,2
Aktion der Klima-Aktivisten,Aktion der Klima-Aktivisten,ORG,0.0,0.5,de,2
"Klima-Protestgruppe ""Letzte Generation""","Klima-Protestgruppe ""Letzte Generation""",ORG,1.0,0.0,de,2
Stray Fawn Studio,Stray Fawn Studio,ORG,0.0,0.0,de,2
Untersuchungshaft.,Untersuchungshaft.,ORG,-1.0,0.0,de,2
"Foto: AP) 
","Foto: AP) 
",ORG,0.0,0.0,de,2
CCL,CCL,ORG,0.7,0.0,de,2
Partei.,Partei.,ORG,0.75,0.0,de,2
Wärme- und Wasserkraftwerke,Wärme- und Wasserkraftwerke,ORG,0.0,0.0,de,2
Bundesverband der Energie- und Wasserwirtschaft,Bundesverband der Energie- und Wasserwirtschaft,ORG,0.7,0.0,de,2
Türkei,Türkei,ORG,-0.35,0.0,de,2
Europäischen Parlaments,Europäischen Parlaments,ORG,0.16666666666666666,0.0,de,2
Raketeneinschläge,Raketeneinschläge,ORG,0.0,0.0,de,2
US-Zentralkommando,US-Zentralkommando,ORG,-0.425,0.0,de,2
Ukrainische Streitkräfte:,Ukrainische Streitkräfte:,ORG,-0.25,0.25,de,2
Kirchliche Allgemeine Sozialarbeit,Kirchliche Allgemeine Sozialarbeit,ORG,-0.15000000000000002,0.0,de,2
FOCUS-online-Redakteur,FOCUS-online-Redakteur,ORG,0.0,0.0,de,2
Diakonie Oberland,Diakonie Oberland,ORG,-0.15000000000000002,0.0,de,2
Privatautos,Privatautos,ORG,0.0,0.0,de,2
Frankfurter Goethe-Universität,Frankfurter Goethe-Universität,ORG,0.0,0.0,de,2
russisch-orthodoxen Kirche,russisch-orthodoxen Kirche,ORG,0.0,0.0,de,2
Instituts Forsa,Instituts Forsa,ORG,0.0,0.0,de,2
PEN Berlin,PEN Berlin,ORG,0.0,0.0,de,2
Europäische Fußball-Union UEFA,Europäische Fußball-Union UEFA,ORG,0.0,0.0,de,2
Italiens,Italiens,ORG,0.0,0.0,de,2
Juventus Turin,Juventus Turin,ORG,0.0,0.0,de,2
"Gruppe ""Letzte Generation"", Straßen zu","Gruppe ""Letzte Generation"", Straßen zu",ORG,-0.7,0.0,de,2
SPÖ,SPÖ,ORG,0.0,0.0,de,2
Nicht-Bedürftige.,Nicht-Bedürftige.,ORG,0.0,0.0,de,2
Autozulieferers,Autozulieferers,ORG,0.5,0.25,de,2
All-Inclusive-Angeboten,All-Inclusive-Angeboten,ORG,0.0,0.0,de,2
Leipziger Gasimporteur,Leipziger Gasimporteur,ORG,0.0,0.0,de,2
England,England,ORG,0.0,0.0,de,2
Senegal,Senegal,ORG,0.0,0.0,de,2
Opec+,Opec+,ORG,0.0,0.0,de,2
US-Geheimdienst,US-Geheimdienst,ORG,0.0,0.0,de,2
US-Forscher,US-Forscher,ORG,0.0,0.5,de,2
Rüstungsindustrie: Friedensforscher: Weltweite Waffenverkäufe,Rüstungsindustrie: Friedensforscher: Weltweite Waffenverkäufe,ORG,0.0,0.0,de,2
Meinungsforschungsinstituts YouGov,Meinungsforschungsinstituts YouGov,ORG,0.0,0.0,de,2
Media Markt,Media Markt,ORG,0.425,0.0,de,2
EU-Ölpreisdeckel,EU-Ölpreisdeckel,ORG,0.0,0.0,de,2
Berliner AfD,Berliner AfD,ORG,0.5,0.0,de,2
Demokratie.,Demokratie.,ORG,0.0,0.0,de,2
US-Militär,US-Militär,ORG,0.0,0.0,de,2
Universität von Virginia,Universität von Virginia,ORG,-0.5,0.0,de,2
Gazprom Germania.,Gazprom Germania.,ORG,0.0,0.0,de,2
Caritas.,Caritas.,ORG,0.0,0.0,de,2
US-Sondergesandten,US-Sondergesandten,ORG,0.0,0.0,de,2
Deutschland-Spartag,Deutschland-Spartag,ORG,0.7,0.0,de,2
Rockern,Rockern,ORG,0.0,0.0,de,2
Luxuskonzerns LVMH,Luxuskonzerns LVMH,ORG,1.0,0.0,de,2
Opioid-Krise,Opioid-Krise,ORG,0.0,0.0,de,2
DAV,DAV,ORG,-0.7,0.0,de,2
Maischberger,Maischberger,ORG,0.0,0.0,de,2
Wirtschaftsforschungsinstitut,Wirtschaftsforschungsinstitut,ORG,-0.7,0.0,de,2
Social Chain AG,Social Chain AG,ORG,0.0,0.0,de,2
Deutscher Alpenverein,Deutscher Alpenverein,ORG,-0.7,0.0,de,2
Slowakei.,Slowakei.,ORG,0.0,0.0,de,2
nup,nup,ORG,0.0,0.0,de,2
USA,USA,ORG,-0.5,0.0,de,2
Weltklimakonferenz: Baerbock: COP27,Weltklimakonferenz: Baerbock: COP27,ORG,0.0,0.0,de,2
Staatliche Transfers,Staatliche Transfers,ORG,0.0,0.0,de,2
"Reichsbürger""-Razzia","Reichsbürger""-Razzia",ORG,0.0,0.5,de,2
Moskaus Streitkräfte,Moskaus Streitkräfte,ORG,0.0,0.0,de,2
SEFE.,SEFE.,ORG,0.0,0.0,de,2
ANC,ANC,ORG,0.5,0.0,de,2
Atomkraft: Söder: Sorge,Atomkraft: Söder: Sorge,ORG,0.0,0.0,de,2
Fluchtreflexe,Fluchtreflexe,ORG,0.0,0.5,de,2
Milliardengewinn,Milliardengewinn,ORG,0.73,0.0,de,2
Gasag,Gasag,ORG,0.35,0.0,de,2
TotalEnergies Raffinerie Mitteldeutschland,TotalEnergies Raffinerie Mitteldeutschland,ORG,0.0,0.0,de,2
Klima-,Klima-,ORG,0.0,0.0,de,2
Wirtschaftsstaatssekretär: Klimapolitik und Transformation,Wirtschaftsstaatssekretär: Klimapolitik und Transformation,ORG,0.0,0.0,de,2
Pandemie.,Pandemie.,ORG,0.0,0.0,de,2
Verfassungsschutz,Verfassungsschutz,ORG,0.0,0.0,de,2
Heeres,Heeres,ORG,-0.07500000000000001,0.0,de,2
"Foto: IMAGO/ITAR-TASS) 
","Foto: IMAGO/ITAR-TASS) 
",ORG,0.0,0.0,de,2
Corona,Corona,ORG,0.0,0.0,de,2
FTX,FTX,ORG,1.0,0.0,de,2
Leibniz-Instituts für Wirtschaftsforschung Halle,Leibniz-Instituts für Wirtschaftsforschung Halle,ORG,-0.5,0.0,de,2
IWH,IWH,ORG,-0.5,0.0,de,2
Airline-Gruppe,Airline-Gruppe,ORG,0.0,0.0,de,2
Widodo,Widodo,ORG,0.0,0.0,de,2
Klima-Aktivist:,Klima-Aktivist:,ORG,0.0,0.0,de,2
TV-Meteorologen,TV-Meteorologen,ORG,0.0,0.0,de,2
Finanztip-Chefredakteur Herrmann-Josef Tenhagen,Finanztip-Chefredakteur Herrmann-Josef Tenhagen,ORG,0.0,0.0,de,2
Energiepreiskrise,Energiepreiskrise,ORG,0.0,0.0,de,2
Tesla,Tesla,ORG,0.25,0.25,de,2
New York,New York,ORG,0.0,0.0,de,2
AKW Saporischschja: Russland,AKW Saporischschja: Russland,ORG,0.0,0.0,de,2
Hackern,Hackern,ORG,-1.0,0.0,de,2
"Bild: dpa
","Bild: dpa
",ORG,0.0,0.0,de,2
Bund geplante Stabilisierungspaket,Bund geplante Stabilisierungspaket,ORG,0.0,0.0,de,2
EU-Einkaufsmacht.,EU-Einkaufsmacht.,ORG,0.0,0.0,de,2
Fracking-Technologie.,Fracking-Technologie.,ORG,0.0,0.0,de,2
Den Grünen,Den Grünen,ORG,0.0,0.4,de,2
deutsche Nationalelf,deutsche Nationalelf,ORG,-0.21666666666666667,0.0,de,2
Minister für Wirtschaft und Klimaschutz,Minister für Wirtschaft und Klimaschutz,ORG,-1.0,0.0,de,2
Reifenhersteller Continental,Reifenhersteller Continental,ORG,0.0,0.0,de,2
UN-Organisation,UN-Organisation,ORG,-0.25,0.5,de,2
Luftabwehr,Luftabwehr,ORG,0.175,0.0,de,2
Kommission für einen Gaspreisdeckel,Kommission für einen Gaspreisdeckel,ORG,0.0,0.0,de,2
Institut für Weltwirtschaft,Institut für Weltwirtschaft,ORG,-0.7,0.0,de,2
Institut DIW,Institut DIW,ORG,0.0,0.0,de,2
VZBV,VZBV,ORG,0.0,0.0,de,2
US-Beamte,US-Beamte,ORG,-0.85,0.0,de,2
EU-Außengrenze,EU-Außengrenze,ORG,0.7,0.0,de,2
Konsum der Deutschen.,Konsum der Deutschen.,ORG,0.0,0.0,de,2
deutsche Verteidigungsministerium.,deutsche Verteidigungsministerium.,ORG,0.0,0.0,de,2
DC,DC,ORG,0.5,0.25,de,2
Atomkraftwerk: Neckarwestheim,Atomkraftwerk: Neckarwestheim,ORG,-0.7,0.0,de,2
Continental,Continental,ORG,-1.0,0.0,de,2
Letzten Generation“,Letzten Generation“,ORG,-0.35,0.0,de,2
Fed,Fed,ORG,0.7,0.0,de,2
Lu…,Lu…,ORG,0.0,0.0,de,2
Caritas,Caritas,ORG,0.0,0.5,de,2
US…,US…,ORG,-0.5,0.0,de,2
US-Universität Yale,US-Universität Yale,ORG,0.0,0.0,de,2
BBC,BBC,ORG,0.0,0.0,de,2
Raketeneinschlags,Raketeneinschlags,ORG,0.0,0.0,de,2
Polen,Polen,ORG,-0.5,0.0,de,2
Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe,Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe,ORG,0.0,0.0,de,2
Pizzeria.,Pizzeria.,ORG,0.0,0.0,de,2
YPG,YPG,ORG,-0.5,0.0,de,2
Jeff Bezos,Jeff Bezos,ORG,0.0,0.0,de,2
"Ausgleichsfonds für Klimaschäden, Finanzhilfen für ärmere Staaten","Ausgleichsfonds für Klimaschäden, Finanzhilfen für ärmere Staaten",ORG,0.35,0.25,de,2
Mitarbeiterlöhne,Mitarbeiterlöhne,ORG,0.0,0.5,de,2
Hochschule Koblenz,Hochschule Koblenz,ORG,0.0,0.0,de,2
EU-Ölembargo,EU-Ölembargo,ORG,0.35,0.0,de,2
FC Nürnberg,FC Nürnberg,ORG,0.0,0.0,de,2
OVKS,OVKS,ORG,0.0,0.0,de,2
"Potanin
","Potanin
",ORG,1.0,0.0,de,2
Bund für Umwelt und Naturschutz,Bund für Umwelt und Naturschutz,ORG,0.0,0.0,de,2
SZ-Wirtschaftsgipfel,SZ-Wirtschaftsgipfel,ORG,0.0,0.0,de,2
| Euronews.,| Euronews.,ORG,0.0,0.0,de,2
RTE,RTE,ORG,-0.5,0.0,de,2
EU-Bollwerk,EU-Bollwerk,ORG,0.0,0.0,de,2
EU-Klimaziele,EU-Klimaziele,ORG,0.0,0.0,de,2
Demos,Demos,ORG,0.0,0.0,de,2
Geheimnispolitik: Bundesregierung,Geheimnispolitik: Bundesregierung,ORG,-1.0,0.0,de,2
Bundesnachrichtendienst,Bundesnachrichtendienst,ORG,-0.35,0.0,de,2
UN-Vollversammlung,UN-Vollversammlung,ORG,0.0,0.0,de,2
Bund…,Bund…,ORG,0.0,0.0,de,2
die Grünen ihren Bundesparteitag,die Grünen ihren Bundesparteitag,ORG,0.0,0.0,de,2
Marine,Marine,ORG,0.0,0.0,de,2
Sozialdemokraten,Sozialdemokraten,ORG,0.0,0.0,de,2
F…,F…,ORG,0.0,0.0,de,2
konservativen Partei,konservativen Partei,ORG,0.0,0.0,de,2
Rewe,Rewe,ORG,0.0,0.0,de,2
Russland +++,Russland +++,ORG,0.0,0.0,de,2
Katholische Kirche,Katholische Kirche,ORG,0.5,0.0,de,2
FAZ,FAZ,ORG,-0.35,0.0,de,2
Nord-Stream-Pipelines,Nord-Stream-Pipelines,ORG,0.0,0.0,de,2
OECD,OECD,ORG,0.5,0.0,de,2
Verbraucherzentrale Bundesverband,Verbraucherzentrale Bundesverband,ORG,0.0,0.0,de,2
FAQ,FAQ,ORG,-0.5,0.0,de,2
EU-Land,EU-Land,ORG,-0.5,0.0,de,2
Generals…,Generals…,ORG,0.0,0.5,de,2
Terminkontrakts TTF,Terminkontrakts TTF,ORG,0.0,0.5,de,2
Füllstands,Füllstands,ORG,0.0,0.0,de,2
Studie: Deutschland,Studie: Deutschland,ORG,0.0,0.0,de,2
Foto: Dirk Hoppe,Foto: Dirk Hoppe,ORG,0.0,0.0,de,2
FDP-Fraktionschef,FDP-Fraktionschef,ORG,0.35,0.0,de,2
Deutsche Umwelthilfe,Deutsche Umwelthilfe,ORG,-0.35,0.0,de,2
"Handelsblatt) 
Düsseldorf","Handelsblatt) 
Düsseldorf",ORG,0.0,0.0,de,2
EU-Minister,EU-Minister,ORG,0.0,0.0,de,2
"BILD Live  BILD
</li><li>Wolfgang Schäuble: „Blanker Hohn“","BILD Live  BILD
</li><li>Wolfgang Schäuble: „Blanker Hohn“",ORG,0.0,0.0,de,2
RP ONLINE.,RP ONLINE.,ORG,0.0,0.0,de,2
Wirtschaftsweise Veronika Grimm,Wirtschaftsweise Veronika Grimm,ORG,0.35,0.0,de,2
Siemens Energy,Siemens Energy,ORG,0.0,0.0,de,2
EU-Rat,EU-Rat,ORG,0.0,0.0,de,2
Wirtschaftsminister,Wirtschaftsminister,ORG,0.0,0.0,de,2
Rezessionsängste,Rezessionsängste,ORG,-0.5,0.0,de,2
SZ,SZ,ORG,0.0,0.0,de,2
EU-Chefin,EU-Chefin,ORG,0.7,0.0,de,2
Deutschen Wirtschaft,Deutschen Wirtschaft,ORG,0.0,0.0,de,2
Nord Stream AG,Nord Stream AG,ORG,0.0,0.0,de,2
MPK,MPK,ORG,-0.5,0.0,de,2
FDP-Vorsitzende,FDP-Vorsitzende,ORG,0.5,0.0,de,2
fÃ¶rdern,fÃ¶rdern,ORG,0.0,0.0,de,2
Allianz,Allianz,ORG,0.5,0.0,de,2
Moskau,Moskau,ORG,-0.5166666666666666,0.0,de,2
Frankfurt,Frankfurt,ORG,0.35,0.0,de,2
The Weather Channel |,The Weather Channel |,ORG,0.0,0.0,de-DE,2
Stiftung Klima- und Umweltschutz,Stiftung Klima- und Umweltschutz,ORG,-0.5,0.0,de,2
Druschba-Ölpipeline in Polen,Druschba-Ölpipeline in Polen,ORG,0.0,0.0,de,2
europäische Gasbörse,europäische Gasbörse,ORG,0.0,0.0,de,2
"Foto: dpa) 
","Foto: dpa) 
",ORG,0.0,0.0,de,2
Internationale Komitee vom Roten Kreuz,Internationale Komitee vom Roten Kreuz,ORG,0.7,0.0,de,2
SPD-Politikerin,SPD-Politikerin,ORG,0.0,0.0,de,2
Beamtenbund,Beamtenbund,ORG,0.0,0.5,de,2
Institute for Economics and Peace,Institute for Economics and Peace,ORG,0.0,0.0,de,2
Internationalen Atomenergiebehörde,Internationalen Atomenergiebehörde,ORG,0.0,0.0,de,2
DZ Bank,DZ Bank,ORG,0.0,0.0,de,2
Foto: IMAGO,Foto: IMAGO,ORG,0.0,0.0,de,2
Verdi,Verdi,ORG,0.0,0.5,de,2
Rohstoff-Importen,Rohstoff-Importen,ORG,-1.0,0.0,de,2
THE,THE,ORG,0.0,0.0,de,2
Opposition.,Opposition.,ORG,0.0,0.0,de,2
Solaranlagen-Kosten?,Solaranlagen-Kosten?,ORG,0.0,0.0,de,2
Gewerkschaft,Gewerkschaft,ORG,0.0,0.0,de,2
IKRK,IKRK,ORG,-0.15000000000000002,0.0,de,2
KurschartShortseller,KurschartShortseller,ORG,0.0,0.0,de,2
Nordstream 1,Nordstream 1,ORG,-0.15000000000000002,0.0,de,2
Krisen-Experte Frank,Krisen-Experte Frank,ORG,0.425,0.0,de,2
ETR,ETR,ORG,0.0,0.0,de,2
Ha…,Ha…,ORG,0.0,0.0,de,2
russische Streitkräfte,russische Streitkräfte,ORG,-0.5,0.0,de,2
Kalkül: Wenn,Kalkül: Wenn,ORG,0.0,0.0,de,2
Milliarden-Rechnung?,Milliarden-Rechnung?,ORG,0.0,0.0,de,2
Erdgas: Wo,Erdgas: Wo,ORG,0.5,0.25,de,2
Gasfüllstand,Gasfüllstand,ORG,0.0,0.0,de,2
US-Verteidigungsminister,US-Verteidigungsminister,ORG,0.0,0.0,de,2
ArcelorMittal,ArcelorMittal,ORG,-0.7,0.0,de,2
Niedersachsens SPD-Ministerpräsident,Niedersachsens SPD-Ministerpräsident,ORG,0.0,0.0,de,2
Konjunktur:,Konjunktur:,ORG,0.0,0.0,de,2
Ministerpräsidenten-Konferenz | NDR.de,Ministerpräsidenten-Konferenz | NDR.de,ORG,-0.07500000000000001,0.0,de,2
Handels- und Technologierat,Handels- und Technologierat,ORG,0.0,0.0,de,1
US-Geheimdienstkoordinatorin,US-Geheimdienstkoordinatorin,ORG,0.0,0.0,de,1
US-Geheimdienste,US-Geheimdienste,ORG,0.0,0.0,de,1
Vattenfall WÃ¤rme Berlin AG,Vattenfall WÃ¤rme Berlin AG,ORG,0.0,0.0,de,1
Energiekrise: Linke,Energiekrise: Linke,ORG,-1.0,0.0,de,1
Alarm:,Alarm:,ORG,-0.35,0.0,de,1
CO-Fußabdruck,CO-Fußabdruck,ORG,0.0,0.0,de,1
Generalversammlung der Vereinten Nationen,Generalversammlung der Vereinten Nationen,ORG,1.0,0.0,de,1
UN-Charta,UN-Charta,ORG,-0.7,0.0,de,1
Ukraine: Öl-Preisdeckel,Ukraine: Öl-Preisdeckel,ORG,0.0,0.0,de,1
SPIEGEL-Redakteur,SPIEGEL-Redakteur,ORG,0.0,0.0,de,1
Europäischen …,Europäischen …,ORG,0.0,0.0,de,1
Deutsche Wetterdienst Mitte,Deutsche Wetterdienst Mitte,ORG,0.0,0.0,de,1
Kri…,Kri…,ORG,0.0,0.0,de,1
Gruppe »Letzte Generation«,Gruppe »Letzte Generation«,ORG,0.0,0.0,de,1
Energiepreis-Stoppschild,Energiepreis-Stoppschild,ORG,0.7,0.0,de,1
Organisation der Erdöl exportierenden Länder,Organisation der Erdöl exportierenden Länder,ORG,0.0,0.0,de,1
"Montag
","Montag
",ORG,0.0,0.0,de,1
Total Energies Deutschland,Total Energies Deutschland,ORG,0.0,0.0,de,1
OPEC,OPEC,ORG,0.0,0.0,de,1
AKW Saporischschja: Lange,AKW Saporischschja: Lange,ORG,-0.7,0.0,de,1
EU-Investitionsregeln,EU-Investitionsregeln,ORG,0.0,0.0,de,1
Nasa,Nasa,ORG,0.0,0.0,de,1
ukrainische Marine,ukrainische Marine,ORG,-1.0,0.0,de,1
Microsoft-Analysezentrums…,Microsoft-Analysezentrums…,ORG,0.0,0.0,de,1
Russland</li><li>,Russland</li><li>,ORG,0.0,0.0,de,1
EU-,EU-,ORG,0.0,0.0,de,1
US-Geheimdienstes,US-Geheimdienstes,ORG,0.7,0.0,de,1
Energie-Krise:,Energie-Krise:,ORG,0.0,0.0,de,1
Eidgenossen?,Eidgenossen?,ORG,0.0,0.0,de,1
Ukraine-Liveticker: Grüne,Ukraine-Liveticker: Grüne,ORG,0.0,0.0,de,1
McKinsey,McKinsey,ORG,0.0,0.0,de,1
Mähren AG,Mähren AG,ORG,-0.7,0.0,de,1
Instituts der deutschen Wirtschaft Köln,Instituts der deutschen Wirtschaft Köln,ORG,0.0,0.0,de,1
AfD-Demonstration.,AfD-Demonstration.,ORG,0.0,0.0,de,1
Friedensnobelpreis-Trägerin,Friedensnobelpreis-Trägerin,ORG,0.0,0.0,de,1
Ukraine gesproc…,Ukraine gesproc…,ORG,1.0,0.0,de,1
Internationalen Atomenergieagentur,Internationalen Atomenergieagentur,ORG,0.0,0.0,de,1
Klima-COP:,Klima-COP:,ORG,0.0,0.0,de,1
Klima-Proteste.,Klima-Proteste.,ORG,0.0,0.0,de,1
Terror +++,Terror +++,ORG,-0.7,0.0,de,1
Güter- und Fern…,Güter- und Fern…,ORG,0.0,0.0,de,1
SPD-Fraktion,SPD-Fraktion,ORG,0.0,0.0,de,1
Juventus.,Juventus.,ORG,0.0,0.0,de,1
UEFA,UEFA,ORG,0.0,0.0,de,1
W…,W…,ORG,0.0,0.0,de,1
Kinderkliniken,Kinderkliniken,ORG,0.0,0.0,de,1
ukrainischen Kirche,ukrainischen Kirche,ORG,0.0,0.0,de,1
deutschen WM-Aus.,deutschen WM-Aus.,ORG,0.0,0.0,de,1
"Presseschau: ""Blamage und Debakel"":","Presseschau: ""Blamage und Debakel"":",ORG,0.0,0.0,de,1
Liveblog: + Biden,Liveblog: + Biden,ORG,0.0,0.0,de,1
Stiftungsrat,Stiftungsrat,ORG,0.0,0.0,de,1
Kinderhospizdienst Löwenzahn.,Kinderhospizdienst Löwenzahn.,ORG,0.7,0.0,de,1
Ukraine Völkermord,Ukraine Völkermord,ORG,-1.0,0.0,de,1
BernburgDeutschland,BernburgDeutschland,ORG,0.0,0.0,de,1
Marie-Agnes Strack-Zimmermann,Marie-Agnes Strack-Zimmermann,ORG,0.0,0.0,de,1
Tages: Deutschlands,Tages: Deutschlands,ORG,0.0,0.0,de,1
DDR,DDR,ORG,0.0,0.0,de,1
WM-Achtelfinale: England,WM-Achtelfinale: England,ORG,0.0,0.0,de,1
Russlandflagge…,Russlandflagge…,ORG,-0.7,0.0,de,1
"Kanzlerschaft: ""Merkels Bilanz","Kanzlerschaft: ""Merkels Bilanz",ORG,-1.0,0.0,de,1
AA Will,AA Will,ORG,0.0,0.0,de,1
Revol…,Revol…,ORG,0.0,0.0,de,1
Just…,Just…,ORG,0.0,0.0,de,1
FR-Interview,FR-Interview,ORG,1.0,0.0,de,1
EU-Parlament Russland,EU-Parlament Russland,ORG,-0.7,0.0,de,1
Ukraine-Russland-Krieg:,Ukraine-Russland-Krieg:,ORG,0.0,0.0,de,1
Ukraine: Sönke Neitzel,Ukraine: Sönke Neitzel,ORG,0.0,0.0,de,1
Null-Covid-Kurs?,Null-Covid-Kurs?,ORG,0.0,0.0,de,1
Sozialdemokrat,Sozialdemokrat,ORG,0.0,0.0,de,1
SP-Bundesrat,SP-Bundesrat,ORG,0.0,0.0,de,1
Marktpreis…,Marktpreis…,ORG,-1.0,0.0,de,1
Gegendemos,Gegendemos,ORG,0.0,0.0,de,1
Bundes,Bundes,ORG,0.7,0.0,de,1
"Bild: FactsWithoutBias1,","Bild: FactsWithoutBias1,",ORG,0.0,0.0,de,1
"Bild: Arte.tv
Mediale Wording-Experten","Bild: Arte.tv
Mediale Wording-Experten",ORG,0.0,0.0,de,1
Wagner-Gruppe: Wie,Wagner-Gruppe: Wie,ORG,0.0,0.0,de,1
Preisbremse:,Preisbremse:,ORG,0.0,0.0,de,1
Corona…,Corona…,ORG,0.0,0.0,de,1
"Tages: Strom- und Gaspreisbremse, China","Tages: Strom- und Gaspreisbremse, China",ORG,0.0,0.0,de,1
Garantiehöhe,Garantiehöhe,ORG,0.0,0.0,de,1
Bürger:innen-In­itia­ti­ve „Klimawende Jetzt“ will per Volksentscheid,Bürger:innen-In­itia­ti­ve „Klimawende Jetzt“ will per Volksentscheid,ORG,0.0,0.0,de,1
Firmenschriftzug,Firmenschriftzug,ORG,0.7,0.0,de,1
Neue Energie-Studie,Neue Energie-Studie,ORG,0.0,0.0,de,1
Organisation Wissenschaft,Organisation Wissenschaft,ORG,0.0,0.0,de,1
Atomkraft: Bürgerinitiativen,Atomkraft: Bürgerinitiativen,ORG,-1.0,0.0,de,1
Munich ReDer,Munich ReDer,ORG,0.7,0.0,de,1
