,phrase,label,sentiment,subjectivity,language,count
Soforthilfefonds für Bedürftige,Soforthilfefonds für Bedürftige,MISC,,,de,2
sozialen,sozialen,MISC,,,de,2
Homeoffice.,Homeoffice.,MISC,,,de,2
Dienstagabend he…,Dienstagabend he…,MISC,,,de,2
russischen Militär,russischen Militär,MISC,,,de,2
VW ID.3,VW ID.3,MISC,,,de,2
Gaspreiskommission.,Gaspreiskommission.,MISC,,,de,2
Republikaner,Republikaner,MISC,,,de,2
BerlinDer,BerlinDer,MISC,,,de,2
italienischen,italienischen,MISC,,,de,2
Atombehörden-Chef Kotin,Atombehörden-Chef Kotin,MISC,,,de,2
Der Bundeskanzler,Der Bundeskanzler,MISC,,,de,2
Dezember-Abschlagszahlungen,Dezember-Abschlagszahlungen,MISC,,,de,2
IEP,IEP,MISC,,,de,2
rheinland-pfälzische,rheinland-pfälzische,MISC,,,de,2
türkischen,türkischen,MISC,,,de,2
Berliner Gasnetz,Berliner Gasnetz,MISC,,,de,2
Russlands Krieg,Russlands Krieg,MISC,,,de,2
Weltklimakonferenz COP27,Weltklimakonferenz COP27,MISC,,,de,2
polnische,polnische,MISC,,,de,2
We…,We…,MISC,,,de,2
französische,französische,MISC,,,de,2
Krieg gegen die Ukraine,Krieg gegen die Ukraine,MISC,,,de,2
Ukraine-Krieg.,Ukraine-Krieg.,MISC,,,de,2
Tag.,Tag.,MISC,,,de,2
niedersächsische,niedersächsische,MISC,,,de,2
Wirtschaftsstabilisierungsfonds.,Wirtschaftsstabilisierungsfonds.,MISC,,,de,2
Bayern.,Bayern.,MISC,,,de,2
Pol…,Pol…,MISC,,,de,2
norwegischen,norwegischen,MISC,,,de,2
Krieg,Krieg,MISC,,,de,2
Sind Frauen die besseren Menschen?,Sind Frauen die besseren Menschen?,MISC,,,de,2
chinesischer,chinesischer,MISC,,,de,2
Britischer,Britischer,MISC,,,de,2
Di…,Di…,MISC,,,de,2
Anschlag auf die Nord-Stream-Pipelines,Anschlag auf die Nord-Stream-Pipelines,MISC,,,de,2
Auftrag des EU-Gipfels,Auftrag des EU-Gipfels,MISC,,,de,2
Vorjahre.,Vorjahre.,MISC,,,de,2
iranischen,iranischen,MISC,,,de,2
Nord Stream 1,Nord Stream 1,MISC,,,de,2
schwedische,schwedische,MISC,,,de,2
LNG-Terminals,LNG-Terminals,MISC,-1.0,0.0,de,2
CDU-Wirtschaftspolitikerin,CDU-Wirtschaftspolitikerin,MISC,,,de,2
Gasausstieg,Gasausstieg,MISC,,,de,2
Finanznot bei Deutschlands,Finanznot bei Deutschlands,MISC,,,de,2
Ukraine-Kriegs:,Ukraine-Kriegs:,MISC,,,de,2
Weltraumtourismus: Wie,Weltraumtourismus: Wie,MISC,,,de,2
Kriegsbeginn,Kriegsbeginn,MISC,,,de,2
schwedischen,schwedischen,MISC,,,de,2
deutsches,deutsches,MISC,,,de,2
BASF-Aktie,BASF-Aktie,MISC,,,de,2
"DER SPIEGEL  DER SPIEGEL
</li><li>","DER SPIEGEL  DER SPIEGEL
</li><li>",MISC,,,de,2
Demonstrationen: Tausende,Demonstrationen: Tausende,MISC,,,de,2
Speicherbetreiber.,Speicherbetreiber.,MISC,,,de,2
WELT.,WELT.,MISC,,,de,2
Aufstand im Iran,Aufstand im Iran,MISC,,,de,2
Eilige.,Eilige.,MISC,,,de,2
TTF-Kontrakt,TTF-Kontrakt,MISC,,,de,2
europäischen Gasspeicherverbandes,europäischen Gasspeicherverbandes,MISC,,,de,2
NACHRICHTEN.,NACHRICHTEN.,MISC,,,de,2
russischen Angriffskrieges,russischen Angriffskrieges,MISC,,,de,2
Russen verfolg…,Russen verfolg…,MISC,,,de,2
TTF,TTF,MISC,,,de,2
Aufruf,Aufruf,MISC,,,de,2
dieses Jahr riesig.,dieses Jahr riesig.,MISC,,,de,2
ägyptischen,ägyptischen,MISC,,,de,2
Kriegsende,Kriegsende,MISC,,,de,2
"Goldener Herbst, milder Winter: Was","Goldener Herbst, milder Winter: Was",MISC,,,de,2
SPD-Landtagsabgeordnete,SPD-Landtagsabgeordnete,MISC,,,de,2
Gas-Tochter VNG,Gas-Tochter VNG,MISC,,,de,2
Nöte.,Nöte.,MISC,,,de,2
"Inhaltsverzeichnis
","Inhaltsverzeichnis
",MISC,,,de,2
Ostsee-Gaspipeline,Ostsee-Gaspipeline,MISC,,,de,2
ukrainisches,ukrainisches,MISC,,,de,2
Russland-Positionen,Russland-Positionen,MISC,,,de,2
Heizsaison.,Heizsaison.,MISC,,,de,2
russischen Angriffskrieg,russischen Angriffskrieg,MISC,,,de,2
"Chaos in Westminster, das Kabinett","Chaos in Westminster, das Kabinett",MISC,,,de,2
NRW-Landespolitik,NRW-Landespolitik,MISC,,,de,2
SPD-Umweltsenator,SPD-Umweltsenator,MISC,,,de,2
österreichische,österreichische,MISC,,,de,2
Länder-Ministerpräsidentenkonf…,Länder-Ministerpräsidentenkonf…,MISC,,,de,1
Strom- und Gaspreisbremse:,Strom- und Gaspreisbremse:,MISC,,,de,1
Herbststeuerschätzung.,Herbststeuerschätzung.,MISC,,,de,1
Die Winterzeit,Die Winterzeit,MISC,,,de,1
BASF-Fabrik,BASF-Fabrik,MISC,,,de,1
"Sachsen, Sachsen-Anh…","Sachsen, Sachsen-Anh…",MISC,,,de,1
MV:,MV:,MISC,,,de,1
Mittwochabend nac…,Mittwochabend nac…,MISC,,,de,1
Rekord-Füllstände.,Rekord-Füllstände.,MISC,,,de,1
Gefahr durch Holzöfen:,Gefahr durch Holzöfen:,MISC,,,de,1
Liveticker: +++ 14:42 Nord-Stream-Explosionen:,Liveticker: +++ 14:42 Nord-Stream-Explosionen:,MISC,,,de,1
Pool-Subvention.,Pool-Subvention.,MISC,,,de,1
Rundgang auf der Baustelle:,Rundgang auf der Baustelle:,MISC,,,de,1
Erdgas-Förderung.,Erdgas-Förderung.,MISC,,,de,1
Erdgas-Bedarfs,Erdgas-Bedarfs,MISC,,,de,1
Dezember-Soforthilfe,Dezember-Soforthilfe,MISC,,,de,1
UN-Klimakonferenz,UN-Klimakonferenz,MISC,,,de,1
"Nacht When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content.","Nacht When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content.",MISC,,,de,1
CO2-Konzentration,CO2-Konzentration,MISC,,,de,1
Cor…,Cor…,MISC,,,de,1
Energie-Entlastung,Energie-Entlastung,MISC,,,de,1
CoV-Lockdowns,CoV-Lockdowns,MISC,,,de,1
Tourismus: Nebensaison,Tourismus: Nebensaison,MISC,,,de,1
"Die hohen Energiepreise, die allgemeine Inflation und der Krieg in der Ukraine","Die hohen Energiepreise, die allgemeine Inflation und der Krieg in der Ukraine",MISC,,,de,1
Pellets-Hilfen,Pellets-Hilfen,MISC,,,de,1
Doppelwumms:,Doppelwumms:,MISC,,,de,1
Gaskommission.,Gaskommission.,MISC,,,de,1
Entlastungsmaßnahmen.,Entlastungsmaßnahmen.,MISC,,,de,1
Un…,Un…,MISC,,,de,1
Ukrainische Getreidefrachter,Ukrainische Getreidefrachter,MISC,,,de,1
CO2,CO2,MISC,,,de,1
Die Entlastungen bei Gas- und Strompreisen,Die Entlastungen bei Gas- und Strompreisen,MISC,,,de,1
Entlastungs-Finanzpaket.,Entlastungs-Finanzpaket.,MISC,,,de,1
MPK,MPK,MISC,,,de,1
Treffen von Bund,Treffen von Bund,MISC,,,de,1
Shell,Shell,MISC,,,de,1
Die Preise für Gas und Strom,Die Preise für Gas und Strom,MISC,,,de,1
Inflationsausgleichsprämie,Inflationsausgleichsprämie,MISC,,,de,1
Liveticker: +++ 15:41,Liveticker: +++ 15:41,MISC,,,de,1
NATO-Mitglieder+++.,NATO-Mitglieder+++.,MISC,,,de,1
NATO-Mitglieder,NATO-Mitglieder,MISC,,,de,1
Liveticker: +++ 18:44,Liveticker: +++ 18:44,MISC,,,de,1
Explosionen,Explosionen,MISC,,,de,1
Russlands Einmarsch,Russlands Einmarsch,MISC,,,de,1
"EZB-Zinsentscheidung, Mercedes","EZB-Zinsentscheidung, Mercedes",MISC,,,de,1
DIW.,DIW.,MISC,,,de,1
Energiekrise: Keine Decken für,Energiekrise: Keine Decken für,MISC,,,de,1
Liveticker: +++ 10:25 Ukraines,Liveticker: +++ 10:25 Ukraines,MISC,,,de,1
Dritte Weltkrieg,Dritte Weltkrieg,MISC,,,de,1
Russland-Sanktionen,Russland-Sanktionen,MISC,,,de,1
Waffenlieferungen,Waffenlieferungen,MISC,,,de,1
Talk,Talk,MISC,,,de,1
Alarm: Putins neue Terror-Strateg…,Alarm: Putins neue Terror-Strateg…,MISC,,,de,1
Goldrausch,Goldrausch,MISC,,,de,1
September2022,September2022,MISC,,,de,1
En…,En…,MISC,,,de,1
"Liveticker: +++ 03:08 ""Schmutzige Bombe""","Liveticker: +++ 03:08 ""Schmutzige Bombe""",MISC,,,de,1
Liveticker: +++ 20:15 Putin,Liveticker: +++ 20:15 Putin,MISC,,,de,1
Heftige Preissteigerungen,Heftige Preissteigerungen,MISC,,,de,1
Hohe Gaspreis…,Hohe Gaspreis…,MISC,,,de,1
Heizkompetenz Made in Germany,Heizkompetenz Made in Germany,MISC,,,de,1
Heizkompetenz Heizkompetenz Made,Heizkompetenz Heizkompetenz Made,MISC,,,de,1
Frankreich:,Frankreich:,MISC,,,de,1
"Homeoffice boomte,","Homeoffice boomte,",MISC,,,de,1
Kohlestrom.,Kohlestrom.,MISC,,,de,1
IAA Mobility Open Space,IAA Mobility Open Space,MISC,,,de,1
"Porsche
Wenig","Porsche
Wenig",MISC,,,de,1
"Formel-1-Motoren,","Formel-1-Motoren,",MISC,,,de,1
Chemieriese,Chemieriese,MISC,,,de,1
Tag für Tag,Tag für Tag,MISC,,,de,1
Tarifstreit in Metallindustrie,Tarifstreit in Metallindustrie,MISC,,,de,1
Tarifgespräche.,Tarifgespräche.,MISC,,,de,1
Ukrainische,Ukrainische,MISC,,,de,1
Liveticker: +++ 15:57,Liveticker: +++ 15:57,MISC,,,de,1
Norwegisches,Norwegisches,MISC,,,de,1
E…,E…,MISC,,,de,1
Maksym,Maksym,MISC,,,de,1
Minensuch-Teams,Minensuch-Teams,MISC,,,de,1
sozialen Frieden,sozialen Frieden,MISC,,,de,1
Statistisches Bundesamt: Deutsche Wirtschaft,Statistisches Bundesamt: Deutsche Wirtschaft,MISC,,,de,1
Montags-Demos.,Montags-Demos.,MISC,,,de,1
Aussto…,Aussto…,MISC,,,de,1
Polen +++,Polen +++,MISC,,,de,1
polnischen,polnischen,MISC,,,de,1
Klimabilanzen der Tech-Riesen,Klimabilanzen der Tech-Riesen,MISC,,,de,1
Beyond the obvious,Beyond the obvious,MISC,,,de,1
Anschläge,Anschläge,MISC,,,de,1
"Ägypten, nächstes Jahr","Ägypten, nächstes Jahr",MISC,,,de,1
Weltkonferenz,Weltkonferenz,MISC,,,de,1
"Glasgow,","Glasgow,",MISC,,,de,1
Boni-Verzicht,Boni-Verzicht,MISC,,,de,1
Energieversorgern.,Energieversorgern.,MISC,,,de,1
KabinettÂ Â ,KabinettÂ Â ,MISC,,,de,1
Fracking-Einstieg,Fracking-Einstieg,MISC,,,de,1
VorstoÃŸ,VorstoÃŸ,MISC,,,de,1
Der heurige Oktober,Der heurige Oktober,MISC,,,de,1
Gaskrise: Warum,Gaskrise: Warum,MISC,,,de,1
steigenâ€¦,steigenâ€¦,MISC,,,de,1
Inflation in Eurozone,Inflation in Eurozone,MISC,,,de,1
Nichts verbrennt dreckiger,Nichts verbrennt dreckiger,MISC,,,de,1
Liveticker: +++ 10:50 Lawrow:,Liveticker: +++ 10:50 Lawrow:,MISC,,,de,1
Frieden in der Ukraine…,Frieden in der Ukraine…,MISC,,,de,1
"Rossiya-1, dass Russlands","Rossiya-1, dass Russlands",MISC,,,de,1
Liveticker: +++ 11:18 Kreml-Sprecher: Putin,Liveticker: +++ 11:18 Kreml-Sprecher: Putin,MISC,,,de,1
Zwölftel-Formel.,Zwölftel-Formel.,MISC,,,de,1
Ve…,Ve…,MISC,,,de,1
nO,nO,MISC,,,de,1
Liveticker: +++ 19:31 Kiew,Liveticker: +++ 19:31 Kiew,MISC,,,de,1
US-Partnerschaft be…,US-Partnerschaft be…,MISC,,,de,1
Schlechte Alternative zu Gas,Schlechte Alternative zu Gas,MISC,,,de,1
Krieg in der Ukraine:,Krieg in der Ukraine:,MISC,,,de,1
Mein guter Rat“: Energie,Mein guter Rat“: Energie,MISC,,,de,1
Not,Not,MISC,,,de,1
Drohnenangriff.,Drohnenangriff.,MISC,,,de,1
Wumms“-Politik der Ampel,Wumms“-Politik der Ampel,MISC,,,de,1
Ukrainekrieg: Schiff,Ukrainekrieg: Schiff,MISC,,,de,1
Minenräumschiff,Minenräumschiff,MISC,,,de,1
Liveticker: +++ 06:54,Liveticker: +++ 06:54,MISC,,,de,1
Angriff auf die Schwarzmeerflotte,Angriff auf die Schwarzmeerflotte,MISC,,,de,1
Liveticker: +++ 10:17,Liveticker: +++ 10:17,MISC,,,de,1
Liveticker: +++ 21:35 Özdemir:,Liveticker: +++ 21:35 Özdemir:,MISC,,,de,1
"DER SPIEGEL
</li><li","DER SPIEGEL
</li><li",MISC,,,de,1
schottischen,schottischen,MISC,,,de,1
Gaspreisbremse:,Gaspreisbremse:,MISC,0.0,0.5,de,1
Entlastungsmaßnahme  t-online,Entlastungsmaßnahme  t-online,MISC,,,de,1
Leipziger,Leipziger,MISC,,,de,1
V…,V…,MISC,0.0,0.0,de,1
Methan,Methan,MISC,,,de,1
Gazprom-Tochter.,Gazprom-Tochter.,MISC,,,de,1
Auf der Suche nach neuer Handelspolitik,Auf der Suche nach neuer Handelspolitik,MISC,,,de,1
Russland.,Russland.,MISC,0.0,0.0,de,1
Neue Daten,Neue Daten,MISC,,,de,1
COP27,COP27,MISC,,,de,1
Au…,Au…,MISC,,,de,1
Gashändler.,Gashändler.,MISC,,,de,1
Winterurlaub trotz Krisen,Winterurlaub trotz Krisen,MISC,,,de,1
Urlaub in Österreich,Urlaub in Österreich,MISC,,,de,1
Zeit von…,Zeit von…,MISC,,,de,1
Mi…,Mi…,MISC,,,de,1
Die Temperaturen,Die Temperaturen,MISC,,,de,1
Emirat,Emirat,MISC,,,de,1
Vormonat,Vormonat,MISC,,,de,1
russischen Krieges,russischen Krieges,MISC,,,de,1
Vorjahresverbrauch,Vorjahresverbrauch,MISC,,,de,1
Russland:,Russland:,MISC,,,de,1
Ölembargo,Ölembargo,MISC,,,de,1
Ukraine-Krieg:,Ukraine-Krieg:,MISC,,,de,1
Die hohen Preise für Energie und Lebensmittel,Die hohen Preise für Energie und Lebensmittel,MISC,,,de,1
Android App,Android App,MISC,,,de,1
Morning Briefing,Morning Briefing,MISC,,,de,1
MG4 Electric,MG4 Electric,MISC,,,de,1
Liveticker: +++ 05:44 ISW,Liveticker: +++ 05:44 ISW,MISC,,,de,1
ukrainischer Armee,ukrainischer Armee,MISC,,,de,1
Weltweite CO₂-Emissionen,Weltweite CO₂-Emissionen,MISC,,,de,1
Kampf gegen den Klimawandel,Kampf gegen den Klimawandel,MISC,,,de,1
CO2-Ausstoß.,CO2-Ausstoß.,MISC,,,de,1
Extremwetter-Ereignisse,Extremwetter-Ereignisse,MISC,,,de,1
Jahr 2023.,Jahr 2023.,MISC,,,de,1
tauschen.,tauschen.,MISC,,,de,1
Im Jahr 2022,Im Jahr 2022,MISC,,,de,1
Parl…,Parl…,MISC,,,de,1
Guten Morgen liebe Leserinnen,Guten Morgen liebe Leserinnen,MISC,,,de,1
ENBW-Finanzvorstand,ENBW-Finanzvorstand,MISC,,,de,1
China.,China.,MISC,,,de,1
Winter: Warum,Winter: Warum,MISC,,,de,1
Globale CO2-Emissionen,Globale CO2-Emissionen,MISC,,,de,1
Energiekrise.,Energiekrise.,MISC,,,de,1
L.F,L.F,MISC,,,de,1
Die Landesarmutskonferenz,Die Landesarmutskonferenz,MISC,,,de,1
Parlament.,Parlament.,MISC,,,de,1
Embargo pro Tag,Embargo pro Tag,MISC,,,de,1
Gasspeicher-Füllstand knackt 100-Prozent-Marke.,Gasspeicher-Füllstand knackt 100-Prozent-Marke.,MISC,,,de,1
Rekordtief.,Rekordtief.,MISC,,,de,1
Winter: Terminals,Winter: Terminals,MISC,,,de,1
Gas-Pipelines,Gas-Pipelines,MISC,,,de,1
Nord-Stream-Gaspipelines,Nord-Stream-Gaspipelines,MISC,,,de,1
Speicherbetreiber:,Speicherbetreiber:,MISC,,,de,1
Fer…,Fer…,MISC,,,de,1
Die Betreiber der,Die Betreiber der,MISC,,,de,1
Teuer-Schock,Teuer-Schock,MISC,,,de,1
Liveticker: +++ 05:21 Prekäre,Liveticker: +++ 05:21 Prekäre,MISC,,,de,1
BBK)  Ralph Tiesler,BBK)  Ralph Tiesler,MISC,,,de,1
Zerstörte Stromversorgung,Zerstörte Stromversorgung,MISC,,,de,1
Terminal-Kosten,Terminal-Kosten,MISC,,,de,1
Die Lecks,Die Lecks,MISC,,,de,1
Winter:,Winter:,MISC,,,de,1
Mona…,Mona…,MISC,,,de,1
Advents- und Weihnachtszeit,Advents- und Weihnachtszeit,MISC,,,de,1
Winters.,Winters.,MISC,,,de,1
Armut in,Armut in,MISC,,,de,1
Chaosumlage 2,Chaosumlage 2,MISC,,,de,1
Die Liebe zu Dating-Apps,Die Liebe zu Dating-Apps,MISC,,,de,1
data.ai.,data.ai.,MISC,,,de,1
Kein Gratis-Heizen!,Kein Gratis-Heizen!,MISC,,,de,1
Explosionsorten in …,Explosionsorten in …,MISC,,,de,1
Liveblog: ++ IAEA,Liveblog: ++ IAEA,MISC,,,de,1
Demn…,Demn…,MISC,,,de,1
Soforthilfe und Preisbremsen,Soforthilfe und Preisbremsen,MISC,,,de,1
OMV-Chef Stern,OMV-Chef Stern,MISC,,,de,1
Süddeutsche Zeitung,Süddeutsche Zeitung,MISC,,,de,1
OMV-Chef Alfred Stern.,OMV-Chef Alfred Stern.,MISC,,,de,1
Entwarnung,Entwarnung,MISC,,,de,1
Entwarnung bedeu…,Entwarnung bedeu…,MISC,,,de,1
Erster LNG-Anleger,Erster LNG-Anleger,MISC,,,de,1
Das Wort,Das Wort,MISC,,,de,1
CO₂-Ausstoß,CO₂-Ausstoß,MISC,,,de,1
Jahr zu Jahr,Jahr zu Jahr,MISC,,,de,1
SAP for Utilities.,SAP for Utilities.,MISC,,,de,1
Schäuble.,Schäuble.,MISC,,,de,1
Jahrestief,Jahrestief,MISC,,,de,1
Jahr 2022,Jahr 2022,MISC,,,de,1
Spot-Preise k…,Spot-Preise k…,MISC,,,de,1
COP-27-Klimakonferenz für bedenklich.,COP-27-Klimakonferenz für bedenklich.,MISC,,,de,1
Argentinien.,Argentinien.,MISC,,,de,1
Haltesignals,Haltesignals,MISC,,,de,1
Stromkrise,Stromkrise,MISC,,,de,1
Aufstand.,Aufstand.,MISC,,,de,1
Fridays for Future:,Fridays for Future:,MISC,,,de,1
"MG4 Electric Luxury: Elektro, Test, Motor,","MG4 Electric Luxury: Elektro, Test, Motor,",MISC,,,de,1
Gute Nachrichten,Gute Nachrichten,MISC,,,de,1
Mega-Blackout,Mega-Blackout,MISC,,,de,1
Cop27,Cop27,MISC,,,de,1
russischen Luftwaffe,russischen Luftwaffe,MISC,,,de,1
Bundesregierug,Bundesregierug,MISC,,,de,1
PLUS-Inhalten,PLUS-Inhalten,MISC,,,de,1
"Print-Magazin
werbefrei &amp;","Print-Magazin
werbefrei &amp;",MISC,,,de,1
Russland-Politik: War,Russland-Politik: War,MISC,,,de,1
"COP27: ""Menschheit","COP27: ""Menschheit",MISC,,,de,1
Klimakonferenz,Klimakonferenz,MISC,,,,1
Extreme Wetterereignisse,Extreme Wetterereignisse,MISC,,,de,1
Xi,Xi,MISC,,,de,1
Klimakonferenz COP27,Klimakonferenz COP27,MISC,,,de,1
Grüner Widerstand gegen Fracking?,Grüner Widerstand gegen Fracking?,MISC,,,de,1
COP27-Konferenz,COP27-Konferenz,MISC,,,de,1
Baerboc…,Baerboc…,MISC,,,de,1
UN-Konferenz,UN-Konferenz,MISC,,,de,1
Ägypten.,Ägypten.,MISC,,,de,1
COP26,COP26,MISC,,,de,1
Russland-Deals.,Russland-Deals.,MISC,,,de,1
Traf internationale Ex…,Traf internationale Ex…,MISC,,,de,1
Herbstanfang,Herbstanfang,MISC,,,de,1
Cherson.,Cherson.,MISC,,,de,1
